Origin Paper,Snowballing Type,Reference,External Link,DOI
21,Backward,"Nuha Alshuqayran, Nour Ali, and Roger Evans. 2018. Towards Micro Service Architecture Recovery: An Empirical Study. In 2018 IEEE International Conference on Software Architecture (ICSA). 47--4709.",,https://doi.org/10.1109/ICSA.2018.00014
21,Backward,"E. Arisholm, L.C. Briand, S.E. Hove, and Y. Labiche. 2006. The impact of UML documentation on software maintenance: an experimental evaluation. IEEE Transactions on Software Engineering 32, 6 (2006), 365--381.",,https://doi.org/10.1109/TSE.2006.59
21,Backward,"Clinton Cao, Agathe Blaise, Sicco Verwer, and Filippo Rebecchi. 2022. Learning State Machines to Monitor and Detect Anomalies on a Kubernetes Cluster. In Proceedings of the 17th International Conference on Availability, Reliability and Security (Vienna, Austria) (ARES '22). Association for Computing Machinery, New York, NY, USA, Article 117, 9 pages.",,https://doi.org/10.1145/3538969.3543810
21,Backward,"Clinton Cao, Simon Schneider, Nicolás E. Ferreyra Diaz, Sicco Verwer, A. (Annibale) Panichella, and Riccardo Scandariato. 2023. Appendix for 'CATMA: Conformance Analysis Tool for Microservice Applications'. (10 2023).",,https://doi.org/10.6084/m9.figshare.23942214
21,Backward,"Giona Granchelli, Mario Cardarelli, Paolo Di Francesco, Ivano Malavolta, Ludovico Iovino, and Amleto Di Salle. 2017. MicroART: A Software Architecture Recovery Tool for Maintaining Microservice-Based Systems. In 2017 IEEE International Conference on Software Architecture Workshops (ICSAW). 298--302.",,https://doi.org/10.1109/ICSAW.2017.9
21,Backward,"Carmine Gravino, Giuseppe Scanniello, and Genoveffa Tortora. 2015. Source-code comprehension tasks supported by UML design models: Results from a controlled experiment and a differentiated replication. Journal of Visual Languages & Computing 28 (2015), 23--38.",,https://doi.org/10.1016/j.jvlc.2014.12.004
21,Backward,"Xiaofeng Guo, Xin Peng, Hanzhang Wang, Wanxue Li, Huai Jiang, Dan Ding, Tao Xie, and Liangfei Su. 2020. Graph-Based Trace Analysis for Microservice Architecture Understanding and Problem Diagnosis. In Proceedings of the 28th ACM Joint Meeting on European Software Engineering Conference and Symposium on the Foundations of Software Engineering (Virtual Event, USA) (ESEC/FSE 2020). Association for Computing Machinery, New York, NY, USA, 1387--1397.",,https://doi.org/10.1145/3368089.3417066
21,Backward,"Abdelhakim Hannousse and Salima Yahiouche. 2021. Securing microservices and microservice architectures: A systematic mapping study. Computer Science Review 41 (2021), 100415.",,https://doi.org/10.1016/j.cosrev.2021.100415
21,Backward,"Valentina Lenarduzzi and Annibale Panichella. 2021. Serverless Testing: Tool Vendors' and Experts' Points of View. IEEE Software 38, 1 (2021), 54--60.",,https://doi.org/10.1109/MS.2020.3030803
21,Backward,"Shang-Pin Ma, I-Hsiu Liu, Chun-Yu Chen, Jiun-Ting Lin, and Nien-Lin Hsueh. 2019. Version-Based Microservice Analysis, Monitoring, and Visualization. In 2019 26th Asia-Pacific Software Engineering Conference (APSEC). 165--172.",,https://doi.org/10.1109/APSEC48747.2019.00031
