Origin Paper,Snowballing Type,Reference,External Link,DOI
19,Backward,"Jamshidi P., Pahl C., Mendonça N.C., Lewis J., Tilkov S. Microservices: The journey so far and challenges ahead. IEEE Softw. 2018;35(3):24-35.",,https://doi.org/10.1109/MS.2018.2141039
19,Backward,Evans E. Domain-driven design: Tackling complexity in the heart of software. Addison-Wesley Professional; 2004.,,
19,Backward,Vernon V. Implementing domain-driven design. Addison-Wesley; 2013.,,
19,Backward,"Giorgi F., Paulisch F. Transition towards continuous delivery in the healthcare domain. Proc. 41st IEEE/ACM ICSE: SEIP. IEEE; 2019:253-254.",,https://doi.org/10.1109/ICSE-SEIP.2019.00035
19,Backward,"Zhang H., Li S., Jia Z., Zhong C., Zhang C. Microservice architecture in reality: An industrial inquiry. Proc. 16th Int. Conf. on Software Architecture. IEEE; 2019:51-60.",,https://doi.org/10.1109/ICSA.2019.00014
19,Backward,"Cabrera E., Cárdenas P., Cedillo P., Pesántez-Cabrera P. Towards a methodology for creating IoT applications based on microservices. Proc. 17th IEEE Int. Conf. on Services Computing. IEEE; 2020:472-474.",,https://doi.org/10.1109/SCC49832.2020.00072
19,Backward,"Zhong C., Huang H., Zhang H., Li S. Impacts, causes, and solutions of architectural smells in microservices: An industrial investigation. Softw Pract Expe. 2022;52(12):2574-2597.",,https://doi.org/10.1002/spe.3138
19,Backward,"Wohlrab R., Eliasson U., Pelliccione P., Heldal R. Improving the consistency and usefulness of architecture descriptions: Guidelines for architects. Proc. IEEE Int. Conf. on Software Architecture; 2019:151-160.",,https://doi.org/10.1109/ICSA.2019.00024
19,Backward,"Li R., Liang P., Soliman M., Avgeriou P. Understanding software architecture erosion: A systematic mapping study. J Softw Evolut Process. 2022;34(3):e2423.",,https://doi.org/10.1002/smr.2423
19,Backward,"Passos L., Terra R., Valente M.T., Diniz R., Mendonça N. Static architecture-conformance checking: An illustrative overview. IEEE Softw. 2009;27(5):82-89.",,https://doi.org/10.1109/MS.2009.117
19,Backward,"Knodel J., Popescu D. A comparison of static architecture compliance checking approaches. WICSA’07. IEEE; 2007.",,https://doi.org/10.1109/WICSA.2007.1
19,Backward,"Said W., Quante J., Koschke R. Reflexion models for state machine extraction and verification. Proc. IEEE ICSME; 2018:149-159.",,https://doi.org/10.1109/ICSME.2018.00025
19,Backward,"Landi A.D.S., Martín D.S., Santos B.M., Cunha W.S., Durelli R.S., Camargo V.V. Architectural conformance checking for KDM-represented systems. J Syst Softw. 2022;183:111116.",,https://doi.org/10.1016/j.jss.2021.111116
19,Backward,Jasser S. Enforcing architectural security decisions. Proc. IEEE ICSA; 2020:35-45.,,https://doi.org/10.1109/ICSA47634.2020.00012
19,Backward,"Paz A., El Boussaidi G., Mili H. CHECSDM: A method for ensuring consistency in heterogeneous safety-critical system design. IEEE Trans Softw Eng. 2020;47(12):2713-2739.",,https://doi.org/10.1109/TSE.2020.2966994
19,Backward,Evans E. Domain-Driven Design Reference: Definitions and Pattern Summaries. Dog Ear Publishing; 2014.,,
19,Backward,"Ton That M.T., Sadou S., Oquendo F., Fleurquin R. Preserving architectural decisions through architectural patterns. Autom Softw Eng. 2016;23(3):427-467.",,https://doi.org/10.1007/s10515-014-0172-0
