Origin Paper,Snowballing Type,Reference,External Link,DOI
17,Backward,"M. Nygard, Release It! Design and Deploy Production-Ready Software. Pragmatic Bookshelf, 2007.",https://www.torrossa.com/it/resources/an/5241265,
17,Backward,"K. Morris, Infrastructure as Code: Dynamic Systems for the Cloud. O'Reilly, 2020, vol. 2.",https://books.google.com.br/books?hl=en&lr=&id=RVlOEQAAQBAJ&oi=fnd&pg=PP1&ots=X9PHQgMePm&sig=6k-dp06jKNwqEKfq94B7WJ2QyN8&redir_esc=y#v=onepage&q&f=false,
17,Backward,"M. Artac, T. Borovssak, E. Di Nitto, M. Guerriero, and D. A. Tamburri, “Devops: Introducing infrastructure-as-code,” in 2017 IEEE/ACM 39th International Conference on Software Engineering Companion (ICSE-C), 2017, pp. 497–498.",,https://doi.org/10.1109/ICSE-C.2017.162
17,Backward,"C. Richardson, “Apattern language for microservices,” http://1microservices.io/patterns/index.html, 2017.",http://1microservices.io/patterns/index.html,
17,Backward,"O. Zimmermann, M. Stocker, U. Zdun, D. Luebke, and C. Pautasso, “Microservice API patterns,” https://microservice-api-patterns.org, 2019.",https://microservice-api-patterns.org,
17,Backward,"J. Skowronski, “Best practices for event-driven microservice architecture,” https:hackernoon.com/best-practices-for-event-driven-microservice-architecture=e034p211k2019.",https:hackernoon.com/best-practices-for-event-driven-microservice-architecture=e034p211k2019,
17,Backward,"J. Garcia, D. Popescu, G. Edwards, and N. Medvidovic, “Identifying architectural bad smells,” in 2009 13th European Conference on Software Maintenance and Reengineering, 2009, pp. 255–258.",,https://doi.org/10.1109/CSMR.2009.59
17,Backward,"E. Ntentos, U. Zdun, J. Soldani, and A. Brogi, “Assessing architecture conformance to coupling-related infrastructure-as-code best practices: Metrics and case studies,” in 16th European Conference on Software Architecture, ser. Software Architecture - 16th European Conference, ECSA 2022, Prague, Czech Republic, September 19?23, 2022, Proceedings, September 2022, pp. 101–116. [Online]. Available: http://eprints.cs.univie.ac.at/73387/.",,https://doi.org/10.1007/978-3-031-16697-6_7
17,Backward,"T. Sharma, M. Fragkoulis, and D. Spinellis, “Does your configuration code smell? ” in Proceedings of the 13th International Conference on Mining Software Repositories, ser. MSR '16. New York, NY, USA : Association for Computing Machinery, 2016, p. 189–200.",https://ieeexplore.ieee.org/document/7832899,
17,Backward,"I. Kumara, M. Garriga, A. U. Romeu, D. Di Nucci, F. Palomba, D. A. Tamburri, and W.-J. Van Den Heuvel, “The do's and don'ts of infrastructure code: A systematic gray literature review,” Information and Software Technology, vol. 137, p. 106593, 2021.",,https://doi.org/10.1016/j.infsof.2021.106593
