Origin Paper,Snowballing Type,Reference,External Link,DOI
10,Backward,"Shahin M, Zahedi M, Babar MA, Zhu L (2018) An empirical study of architecting for continuous delivery and deployment. Empir Softw Eng 24:1–48.",,https://doi.org/10.1007/s10664-018-9651-4
10,Backward,"Lewis J, Fowle M (2014) Microservices - a definition of this new architectural term. http://martinfowler.com/articles/microservices.html. Accessed 01 Nov 2018.",http://martinfowler.com/articles/microservices.html,
10,Backward,"Bogner J, Fritzsch J, Wagner S, Zimmermann A (2018) Limiting technical debt with maintainability assurance – an industry survey on used techniques and differences with service- and microservice-based systems In: 2018 IEEE/ACM International Conference on Technical Debt (TechDebt), 125–133.. Association for Computing Machinery, New York.",,https://doi.org/10.1145/3194164.3194166
10,Backward,"de Silva L, Balasubramaniam D (2012) Controlling software architecture erosion: a survey. J Syst Softw 85(1):132–151.",,https://doi.org/10.1016/j.jss.2011.07.036
10,Backward,"Chen L (2018) Microservices: architecting for continuous delivery and devops In: 2018 IEEE International Conference on Software Architecture (ICSA), 39–397.. IEEE Computer Society, Los Alamitos.",,https://doi.org/10.1109/ICSA.2018.00013
10,Backward,"Dragoni N, Giallorenzo S, Lafuente, AL, Mazzara M, Montesi F, Mustafin R, Safina L (2017) Microservices: yesterday, today, and tomorrow In: Present and Ulterior Software Engineering, 195–216.. Springer International Publishing, Cham.",,https://doi.org/10.1007/978-3-319-67425-4_12
10,Backward,"Engel T, Langermeier M, Bauer B, Hofmann A (2018) Evaluation of microservice architectures: a metric and tool-based approach In: International Conference on Advanced Information Systems Engineering, 74–89.. Springer International Publishing, Cham.",,https://doi.org/10.1007/978-3-319-92901-9_8
10,Backward,"Jamshidi P, Pahl C, Mendonca NC, Lewis J, Tilkov S (2018) Microservices: the journey so far and challenges ahead. IEEE Softw 35(3):24–35.",,https://doi.org/10.1109/MS.2018.2141039
10,Backward,"Apolinário DRDF, de França BBN (2020) Towards a method for monitoring the coupling evolution of microservice-based architectures In: Proceedings of the 14th Brazilian Symposium on Software Components, Architectures, and Reuse (SBCARS ’20).. ACM. https://doi.org/10.1145/3425269.3425273.",,https://doi.org/10.1145/3425269.3425273
10,Backward,"Riaz M, Sulayman M, Naqvi H (2009) Architectural decay during continuous software evolution and impact of ‘design for change’ on software architecture In: International Conference on Advanced Software Engineering and Its Applications, 119–126.. Springer, Berlin.",,https://doi.org/10.1007/978-3-642-10619-4_15
10,Backward,"Binkley AB, Schach SR (1998) Validation of the coupling dependency metric as a predictor of run-time failures and maintenance measures In: Proceedings of the 20th International Conference on Software Engineering, 452–455.. IEEE Computer Society, Los Alamitos.",,https://doi.org/10.1109/ICSE.1998.671604
10,Backward,"Lindvall M, Tesoriero R, Costa P (2002) Avoiding architectural degeneration: an evaluation process for software architecture In: Proceedings Eighth IEEE Symposium on Software Metrics, 77–86.. IEEE Computer Society, Los Alamitos.",,https://doi.org/10.1109/METRIC.2002.1011327
10,Backward,"Bogner J, Wagner S, Zimmermann A (2017) Towards a practical maintainability quality model for service-and microservice-based systems In: Proceedings of the 11th European Conference on Software Architecture: Companion Proceedings, 195–198.. ACM, New York.",,https://doi.org/10.1145/3129790.3129816
10,Backward,"Alshuqayran N, Ali N, Evans R (2018) Towards micro service architecture recovery: an empirical study In: 2018 IEEE International Conference on Software Architecture (ICSA), 47–4709.. IEEE Computer Society, Los Alamitos.",,https://doi.org/10.1109/ICSA.2018.00014
10,Backward,"Perepletchikov M, Ryan C, Frampton K (2005) Comparing the impact of service-oriented and object-oriented paradigms on the structural properties of software In: OTM Confederated International Conferences “On the Move to Meaningful Internet Systems”, 431–441.. Springer, Berlin.",,https://doi.org/10.1007/11575863_63
10,Backward,"Perepletchikov M, Ryan C, Frampton K, Tari Z (2007) Coupling metrics for predicting maintainability in service-oriented designs In: 2007 Australian Software Engineering Conference (ASWEC’07), 329–340.. IEEE Computer Society, Los Alamitos.",,https://doi.org/10.1109/ASWEC.2007.17
10,Backward,"Bogner J, Wagner S, Zimmermann A (2017) Automatically measuring the maintainability of service- and microservice-based systems: a literature review In: Proc. of the 27th Int. Workshop on Software Measurement, 107–115.. ACM, New York.",,https://doi.org/10.1145/3143434.3143443
10,Backward,"Sousa BL, Bigonha MAS, Ferreira KAM (2019) Analysis of coupling evolution on open source systems In: Proceedings of the XIII Brazilian Symposium on Software Components, Architectures, and Reuse (SBCARS ’19), 23–32.. Association for Computing Machinery, New York.",,https://doi.org/10.1145/3357141.3357147
10,Backward,"de Toledo SS, Martini A, Sjøberg DIK (2021) Identifying architectural technical debt, principal, and interest in microservices: a multiple-case study. J Syst Softw 177:110968. https://doi.org/10.1016/j.jss.2021.110968.",,https://doi.org/10.1016/j.jss.2021.110968
10,Backward,"Sampaio AR (2017) Supporting microservice evolution,” proc. - 2017. IEEE Int Conf Softw Maint Evol ICSME 2017:539–543.",,https://doi.org/10.1109/ICSME.2017.63
10,Backward,"Mayer B, Weinreich R (2018) An approach to extract the architecture of microservice-based software systems In: 2018 IEEE Symposium on Service-Oriented System Engineering (SOSE), 21–30.. IEEE Computer Society, Los Alamitos.",,https://doi.org/10.1109/SOSE.2018.00012
