Origin Paper,Snowballing Type,Reference,External Link,DOI
14,Backward,"O. Zimmermann, “Microservices tenets,” Computer Science-Research and Development, vol. 32, no. 3-4, pp. 301–310, Jul. 2017.",,https://doi.org/10.1007/s00450-016-0337-0
14,Backward,"O. Zimmermann, M. Stocker, D. Lübke, C. Pautasso, and U. Zdun, “Introduction to microservice api patterns (map),” Post-proceedings of Microservices 2017/2019, vol. 78, no. 4, pp. 1–17, 2020.",https://eprints.cs.univie.ac.at/6230/,
14,Backward,"S. Newman, Building Microservices: Designing Fine-Grained Systems. O’Reilly, 2015.",,
14,Backward,"O. Zimmermann, M. Stocker, D. Lübke, C. Pautasso, and U. Zdun, “Microservice api patterns,” https://microservice-api-patterns.org/, 2021.",https://microservice-api-patterns.org/,
14,Backward,"E. Evans, Domain-Driven Design: Tacking Complexity In the Heart of Software. Reading, MA.: Addison-Wesley, 2003.",,
14,Backward,"D. Quartel and M. van Sinderen, “On interoperability and conformance assessment in service composition,” in 11th IEEE International Enterprise Distributed Object Computing Conference (EDOC 2007). IEEE, 2007, pp. 229–229.",,https://doi.org/10.1109/EDOC.2007.11
14,Backward,"P. Rempel, P. Mäder, T. Kuschke, and J. Cleland-Huang, “Mind the gap: assessing the conformance of software traceability to relevant guidelines,” in Proceedings of the 36th International Conference on Software Engineering, 2014, pp. 943–954.",,https://doi.org/10.1145/2568225.2568290
14,Backward,"A. Singjai, U. Zdun, and O. Zimmermann, “Practitioner views on the interrelation of microservice apis and domain-driven design: A grey literature study based on grounded theory,” in 18th IEEE International Conference on Software Architecture (ICSA 2021). Washington, DC, USA : IEEE, March 2021, pp. –.",,https://doi.org/10.1109/ICSA51549.2021.00011
14,Backward,"A. Singjai and U. Zdun, “Conformance assessment of architectural design decisions on api endpoint designs derived from domain models,” Submitted for Publication, 2022.",,https://doi.org/10.1016/j.jss.2022.111433
14,Backward,"M. Voelter, M. Kircher, and U. Zdun, Remoting Patterns - Foundations of Enterprise, Internet, and Realtime Distributed Object Middleware. Hoboken, NJ, USA : J. Wiley & Sons, 2004.",,
