Origin Paper,Snowballing Type,Reference,External Link,DOI
20,Backward,"S. Newman, Building Microservices: Designing Fine-Grained Systems. Sebastopol, CA, USA : O’Reilly, 2015.",,
20,Backward,"J. Lewis and M. Fowler, “Microservices: A definition of this new architectural term,” Mar. 2004. [Online]. Available: http://martinfowler.com/articles/microservices.html",http://martinfowler.com/articles/microservices.html,
20,Backward,"C. Richardson, “A pattern language for microservices,” 2017. [Online]. Available: http://microservices.io/patterns/index.html",http://microservices.io/patterns/index.html,
20,Backward,"O. Zimmermann, “Microservices tenets,” Comput. Sci.- Res. Develop., vol. 32, no. 3/4, pp. 301–310, Jul. 2017.",,https://doi.org/10.1007/s00450-016-0337-0
20,Backward,"NIST, “NIST special publication (SP) 800–204, security strategies for microservices-based application systems,” 2019. [Online]. Available: https://www.nist.gov/news-events/news/2019/08/security-strategies-microservices-based-application-systems-nist-publishes",https://www.nist.gov/news-events/news/2019/08/security-strategies-microservices-based-application-systems-nist-publishes,
20,Backward,"OWASP, “Microservices based security arch doc cheat sheet,” 2021. [Online]. Available: https://cheatsheetseries.owasp.org/cheatsheets/Microservices_based_Security_Arch_Doc_Cheat_Sheet.html",https://cheatsheetseries.owasp.org/cheatsheets/Microservices_based_Security_Arch_Doc_Cheat_Sheet.html,
20,Backward,"Cloud Security Alliance, “Best practices in implementing a secure microservices architecture,” 2020. [Online]. Available: https://cloudsecurityalliance.org/artifacts/best-practices-in-implementing-a-secure-microservices-architecture/",https://cloudsecurityalliance.org/artifacts/best-practices-in-implementing-a-secure-microservices-architecture/,
20,Backward,"D. Quartel and M. van Sinderen, “On interoperability and conformance assessment in service composition,” in Proc. IEEE 11th Int. Enterprise Distrib. Object Comput. Conf., 2007, pp. 229–229.",,https://doi.org/10.1109/EDOC.2007.11
20,Backward,"F. Deissenboeck, L. Heinemann, B. Hummel, and E. Juergens, “Flexible architecture conformance assessment with conqat,” in Proc. ACM/IEEE 32nd Int. Conf. Softw. Eng., Washington, DC, USA, 2010, pp. 247–250.",,https://doi.org/10.1145/1810295.1810343
20,Backward,"R. Marinescu, “Detection strategies: Metrics-based rules for detecting design flaws,” in Proc. IEEE 20th Int. Conf. Softw. Maintenance, 2004, pp. 350–359.",,https://doi.org/10.1109/ICSM.2004.1357820
