Origin Paper,Snowballing Type,Reference,External Link,DOI
13,Backward,"Artac, M., Borovssak, T., Di Nitto, E., Guerriero, M., Tamburri, D.A.: DevOps: introducing infrastructure-as-code. In: 2017 IEEE/ACM 39th International Conference on Software Engineering Companion (ICSE-C), pp. 497–498 (2017)",,https://doi.org/10.1109/ICSE-C.2017.162
13,Backward,"van der Bent, E., Hage, J., Visser, J., Gousios, G.: How good is your puppet? An empirically defined and validated quality model for puppet. In: 2018 IEEE 25th International Conference on Software Analysis, Evolution and Reengineering (SANER), pp. 164–174 (2018). https://doi.org/10.1109/SANER.2018.8330206",,https://doi.org/10.1109/SANER.2018.8330206
13,Backward,"Corbin, J., Strauss, A.L.: Grounded theory research: procedures, canons, and evaluative criteria. Qual. Sociol. 13, 3–21 (1990). https://doi.org/10.1007/BF00988593",,https://doi.org/10.1007/BF00988593
13,Backward,"Dalla Palma, S., Di Nucci, D., Palomba, F., Tamburri, D.A.: Toward a catalog of software quality metrics for infrastructure code. J. Syst. Softw. 170, 110726 (2020)",,https://doi.org/10.1016/j.jss.2020.110726
13,Backward,"Dalla Palma, S., Di Nucci, D., Tamburri, D.A.: AnsibleMetrics: a Python library for measuring infrastructure-as-code blueprints in ansible. SoftwareX 12, 100633 (2020)",,https://doi.org/10.1016/j.softx.2020.100633
13,Backward,"Fischer, M.P., Breitenbücher, U., Képes, K., Leymann, F.: Towards an approach for automatically checking compliance rules in deployment models. In: Proceedings of The Eleventh International Conference on Emerging Security Information, Systems and Technologies (SECURWARE), pp. 150–153. Xpert Publishing Services (XPS) (2017)",https://www.iaas.uni-stuttgart.de/publications/INPROC-2017-47-Towards-an-Approach-for-Automatically-Checking-Compliance-Rules-in-Deployment-Models.pdf,
13,Backward,"Humble, J., Farley, D.: Continuous Delivery: Reliable Software Releases Through Build, Test, and Deployment Automation. Addison-Wesley Professional (2010)","https://books.google.com/books?hl=pt-BR&lr=&id=6ADDuzere-YC&oi=fnd&pg=PT34&dq=Humble,+J.,+Farley,+D.:+Continuous+Delivery:+Reliable+Software+Releases+Through+Build,+Test,+and+Deployment+Automation.+Addison-Wesley+Professional+(2010)&ots=-xvpQMPar4&sig=1VMlnC_PVsPt4oJyyMABTKqcnG0",
13,Backward,"Krieger, C., Breitenbücher, U., Képes, K., Leymann, F.: An approach to automatically check the compliance of declarative deployment models. In: Papers from the 12th Advanced Summer School on Service-Oriented Computing (SummerSoC 2018), pp. 76–89. IBM Research Division, October 2018",https://www.iaas.uni-stuttgart.de/publications/INPROC-2018-42-An-Approach-to-Automatically-Check-the-Compliance-of-Declarative-Deployment-Models.pdf,
13,Backward,"Kumara, I., Garriga, M., Romeu, A.U., Di Nucci, D., Palomba, F., Tamburri, D.A., van den Heuvel, W.J.: The do’s and don’ts of infrastructure code: a systematic gray literature review. Inf. Softw. Technol. 137, 106593 (2021)",,https://doi.org/10.1016/j.infsof.2021.106593
13,Backward,"Kumara, I., et al.: Towards semantic detection of smells in cloud infrastructure code. In: Proceedings of the 10th International Conference on Web Intelligence, Mining and Semantics, WIMS 2020, pp. 63–67. Association for Computing Machinery, New York (2020)",,https://doi.org/10.1145/3405962.3405979
13,Backward,"Morris, K.: Infrastructure as Code: Dynamic Systems for the Cloud, vol. 2. O’Reilly (2020)",,
