Origin Paper,Snowballing Type,Reference,External Link,DOI
22,Backward,"“Amazon aws composer,” 2023. [Online]. Available: https://aws.amazon.com/application-composer/.",https://aws.amazon.com/application-composer/,
22,Backward,"“Replication package,” 2024. [Online]. Available: https://doi.org/10.5281/zenodo.10829272.",https://doi.org/10.5281/zenodo.10829272,
22,Backward,"N. B. Ali and K. Petersen, “Evaluating strategies for study selection in systematic literature studies,” in Procs of ESEM, 2014.",,https://doi.org/10.1145/2652524.2652557
22,Backward,"S. Andrews and M. Sheppard, “Software architecture erosion: Impacts, causes, and management.” International Journal of Computer Science and Security(IJCSS), vol. 14, no. 2, pp. 82–94, 2020.",https://mail.cscjournals.org/manuscript/Journals/IJCSS/Volume14/Issue2/IJCSS-1557.pdf,
22,Backward,"P. Avgeriou, “Making decisions - from software architecture theory to practice,” 2023. [Online]. Available: https://www.slideshare.net/ParisAvgeriou/making-decisions-from-software-architecture-theory-to-practice.",https://www.slideshare.net/ParisAvgeriou/making-decisions-from-software-architecture-theory-to-practice,
22,Backward,"L. Bass, P. Clements, and R. Kazman, Software architecture in practice. Addison-Wesley Professional, 2003.",,
22,Backward,"A. Bucaioni, A. Di Salle, L. Iovino, I. Malavolta, and P. Pelliccione, “Reference architectures modelling and compliance checking,” Softw. Syst. Model., vol. 22, no. 3, pp. 891–917, 2023. [Online]. Available: https://doi.org/10.1007/s10270-022-01022-z.",,https://doi.org/10.1007/s10270-022-01022-z
22,Backward,"A. Bucaioni and P. Pelliccione, “Technical architectures for automotive systems,” in 2020 IEEE International Conference on Software Architecture (ICSA). IEEE, 2020.",,https://doi.org/10.1109/ICSA47634.2020.00013
22,Backward,"J. Cheesman and J. Daniels, UML components: a simple process for specifying component-based software. Addison-Wesley Longman Publishing Co., Inc., 2000.",,
22,Backward,"D. S. Cruzes and T. Dyba, “Recommended steps for thematic synthesis in software engineering,” in Procs of ESEM, 2011.",,https://doi.org/10.1109/ESEM.2011.36
22,Backward,"N. Ernst, R. Kazman, and J. Delange, Technical Debt in Practice: How to Find It and Fix It, 2021.",https://direct.mit.edu/books/monograph/5160/Technical-Debt-in-PracticeHow-to-Find-It-and-Fix,
22,Backward,"N. Fotiou, D. Trossen, and G. C. Polyzos, “Illustrating a publish-subscribe internet architecture,” Telecommunication Systems, vol. 51, pp. 233–245, 2012.",,https://doi.org/10.1007/s11235-011-9432-5
22,Backward,"L. Garcés, S. Martínez-Fernández, L. Oliveira, P. Valle, C. Ayala, X. Franch, and E. Y. Nakagawa, “Three decades of software reference architectures: A systematic mapping study,” Journal of Systems and Software, vol. 179, p. 111004, 2021.",,https://doi.org/10.1016/j.jss.2021.111004
22,Backward,"V. Garousi, M. Felderer, and M. V. Mäntylä, “Guidelines for including grey literature and conducting multivocal literature reviews in software engineering,” Information and Software Technology, vol. 106, pp. 101–121. 2019.",,https://doi.org/10.1016/j.infsof.2018.09.006
22,Backward,"J. Guth, U. Breitenbücher, M. Falkenthal, P. Fremantle, O. Kopp, F. Leymann, and L. Reinfurt, A Detailed Analysis of IoT Platform Architectures: Concepts, Similarities, and Differences. Springer, 2018, pp. 81–101.",,https://doi.org/10.1007/978-981-10-5861-5_4
22,Backward,"J. Guth, U. Breitenbücher, M. Falkenthal, F. Leymann, and L. Reinfurt, “Comparison of iot platform architectures: A field study based on a reference architecture,” in Cloudification of the Internet of Things. IEEE, 2016, pp. 1–6.",,https://doi.org/10.1109/CIOT.2016.7872918
22,Backward,"S. Herold, M. Mair, A. Rausch, and I. Schindler, “Checking conformance with reference architectures: A case study,” in 2013 17th IEEE International Enterprise Distributed Object Computing Conference. IEEE, 2013, pp. 71–80.",,https://doi.org/10.1109/EDOC.2013.17
22,Backward,"B. Kitchenham and P. Brereton, “A systematic review of systematic review process research in software engineering,” Information and softwaretechnology, 2013.",,https://doi.org/10.1016/j.infsof.2013.07.010
22,Backward,"J. Knodel, D. Muthig, and D. Rost, “Constructive architecture compliance checking-an experiment on support by live feedback,” in 2008 IEEE International Conference on Software Maintenance. IEEE, 2008, pp. 287–296.",,https://doi.org/10.1109/ICSM.2008.4658077
22,Backward,"J. Knodel, M. Naab, J. Knodel, and M. Naab, “How to perform the architecture compliance check (ace)? ” Pragmatic Evaluation of Software Architectures, pp. 83–94, 2016.",,https://doi.org/10.1007/978-3-319-34177-4_8
22,Backward,"D. S. Kolovos, R. F. Paige, and F. A. Polack, “The epsilon object language (eol),” in European conference on model driven architecture-foundations and applications. Springer, 2006, pp. 128–142.",,https://doi.org/10.1007/11787044_11
22,Backward,"D. Kolovos and A. de la Vega, “Flexmi: a generic and modular textual syntax for domain-specific modelling,” Software and Systems Modeling, vol. 22, no. 4, pp. 1197–1215, 2023.",,https://doi.org/10.1007/s10270-022-01064-3
22,Backward,"P. Kruchten, H. Obbink, and J. Stafford, “The past, present, and future for software architecture,” IEEE software, vol. 23, no. 2, pp. 22–30, 2006.",,https://doi.org/10.1109/MS.2006.59
22,Backward,"R. Li, P. Liang, M. Soliman, and P. Avgeriou, “Understanding software architecture erosion: A systematic mapping study,” Journal of Software: Evolution and Process, vol. 34, no. 3, p. e2423, 2022.",,https://doi.org/10.1002/smr.2423
22,Backward,"S. Madani, D. S. Kolovos, and R. F. Paige, “Parallel model validation with epsilon,” in Modelling Foundations and Applications: 14th European Conference, ECMFA 2018, Held as Part of STAF 2018, Toulouse, France, June 26–28, 2018, Proceedings 14. Springer, 2018, pp. 115–131.",,https://doi.org/10.1007/978-3-319-92997-2_8
22,Backward,"J. S. Molléri, K. Petersen, and E. Mendes, “Survey guidelines in software engineering: An annotated review,” in Proceedings of the 10th ACM/IEEE international symposium on empirical software engineering and measurement, 2016.",,https://doi.org/10.1145/2961111.2962619
22,Backward,"A. F. Pinto, R. Terra, E. Guerra, and F. São Sabbas, “Introducing an architectural conformance process in continuous integration.” J. Univers. Comput. Sci., vol. 23, no. 8, pp. 769–805, 2017.",https://professores.dcc.ufla.br/~terra/publications_files/2017_jucs.pdf,
22,Backward,"L. M. Rose, R. F. Paige, D. S. Kolovos, and F. A. Polack, “The epsilon generation language,” in Model Driven Architecture-Foundations and Applications: 4th European Conference, ECMDA-FA 2008, Berlin, Germany, June 9–13, 2008. Proceedings 4. Springer, 2008, pp. 1–16.",,https://doi.org/10.1007/978-3-540-69100-6_1
22,Backward,"S. Sarkar, S. Ramachandran, G. S. Kumar, M. K. Iyengar, K. Rangarajan, and S. Sivagnanam, “Modularization of a large-scale business application: A case study,” IEEE software, vol. 26, no. 2, pp. 28–35, 2009.",,https://doi.org/10.1109/MS.2009.42
22,Backward,"F. Shull, J. Singer, and D. I. Sjøberg, Guide to advanced empirical softwareengineering, 2007.",,https://doi.org/10.1007/978-1-84800-044-5
22,Backward,"E. Soares Palma, E. Yumi Nakagawa, D. M. Barroso Paiva, and M. Istela Cagnin, “Evolving reference architecture description: Guidelines based on iso/iec/ieee 42010,” arXiv e-prints, pp. arXiv- 2209, 2022.",,https://doi.org/10.48550/arXiv.2209.14714
